Київ,Івано-Франківськ,548
Житомир,Миколаїв,152
Чернівці,Кропивницький,285
Ужгород,Харків,142
Київ,Дніпро,651
Рівне,Одеса,412
Рівне,Полтава,345
Ужгород,Луцьк,241
Тернопіль,Львів,300
Житомир,Харків,548
Кропивницький,Вінниця,571
Івано-Франківськ,Тернопіль,524
Івано-Франківськ,Кропивницький,656
Кропивницький,Чернівці,215
Миколаїв,Тернопіль,353
Миколаїв,Кропивницький,167
Вінниця,Тернопіль,537
Запоріжжя,Львів,668
Дніпро,Кропивницький,367
Київ,Херсон,526
Рівне,Херсон,555
Чернівці,Чернігів,349
Запоріжжя,Івано-Франківськ,367
Чернівці,Одеса,330
Чернігів,Рівне,552
Львів,Житомир,433
Кропивницький,Миколаїв,209
Харків,Київ,262
Чернігів,Тернопіль,562
Полтава,Ужгород,61
Луцьк,Харків,328
Чернігів,Суми,171
Кропивницький,Миколаїв,594
Суми,Луцьк,271
Запоріжжя,Миколаїв,622
Тернопіль,Івано-Франківськ,655
Кропивницький,Дніпро,86
Чернігів,Львів,689
Ужгород,Київ,497
Вінниця,Дніпро,75
Харків,Полтава,220
Вінниця,Херсон,387
Чернігів,Львів,635
Житомир,Київ,414
Дніпро,Ужгород,403
Ужгород,Запоріжжя,615
Луцьк,Ужгород,677
Чернівці,Суми,338
Полтава,Київ,433
Миколаїв,Суми,429
Київ,Львів,257
Івано-Франківськ,Чернівці,467
Житомир,Кропивницький,458
Житомир,Запоріжжя,353
Івано-Франківськ,Кропивницький,441
Полтава,Кропивницький,368
Київ,Рівне,644
Львів,Чернігів,117
Запоріжжя,Ужгород,234
Одеса,Суми,70
Одеса,Полтава,628
Тернопіль,Одеса,306
Херсон,Тернопіль,211
Рівне,Харків,321
Херсон,Рівне,175
Дніпро,Запоріжжя,655
Чернігів,Тернопіль,114
Харків,Херсон,510
Луцьк,Миколаїв,187
Рівне,Кропивницький,637
Чернігів,Полтава,252
Чернівці,Херсон,116
Чернігів,Суми,548
Тернопіль,Суми,527
Чернівці,Харків,298
Ужгород,Херсон,518
Чернівці,Луцьк,709
Миколаїв,Чернівці,718
Вінниця,Херсон,109
Чернівці,Миколаїв,255
Херсон,Ужгород,616
Полтава,Запоріжжя,166
Житомир,Ужгород,588
Миколаїв,Херсон,630
Харків,Кропивницький,108
Вінниця,Кропивницький,430
Чернігів,Луцьк,287
Тернопіль,Чернігів,424
Вінниця,Дніпро,520
Ужгород,Кропивницький,509
Івано-Франківськ,Луцьк,254
Чернівці,Київ,634
Київ,Житомир,467
Тернопіль,Харків,280
Тернопіль,Ужгород,715
Житомир,Ужгород,74
Полтава,Рівне,639
Київ,Запоріжжя,444
Тернопіль,Житомир,435
Київ,Тернопіль,102
Київ,Чернівці,335
Запоріжжя,Житомир,209
Чернігів,Одеса,544
Івано-Франківськ,Херсон,389
Житомир,Чернівці,351
Кропивницький,Одеса,115
Тернопіль,Запоріжжя,147
Херсон,Чернівці,275
Херсон,Тернопіль,328
Чернівці,Полтава,380
Тернопіль,Миколаїв,123
Чернігів,Київ,300
Луцьк,Київ,706
Рівне,Івано-Франківськ,344
Миколаїв,Рівне,433
Миколаїв,Полтава,589
Тернопіль,Чернігів,718
Суми,Вінниця,364
Чернігів,Рівне,689
Тернопіль,Полтава,400
Тернопіль,Житомир,346
Кропивницький,Тернопіль,542
Луцьк,Чернігів,545
Рівне,Харків,110
Тернопіль,Ужгород,362
Житомир,Харків,78
Чернігів,Одеса,72
Чернівці,Львів,227
Вінниця,Чернігів,648
Одеса,Рівне,246
Херсон,Луцьк,650
Полтава,Київ,466
Харків,Вінниця,227
Чернігів,Івано-Франківськ,381
Житомир,Харків,481
Запоріжжя,Рівне,147
Кропивницький,Дніпро,569
Полтава,Київ,93
Запоріжжя,Івано-Франківськ,705
Вінниця,Запоріжжя,86
Чернігів,Вінниця,278
Миколаїв,Полтава,486
Одеса,Херсон,340
Ужгород,Миколаїв,127
Ужгород,Рівне,157
Ужгород,Херсон,96
Житомир,Вінниця,704
Івано-Франківськ,Полтава,587
Миколаїв,Івано-Франківськ,457
Львів,Житомир,298
Дніпро,Суми,237
Тернопіль,Полтава,419
Вінниця,Львів,186
Рівне,Кропивницький,183
Полтава,Чернігів,686
Харків,Одеса,110
Київ,Ужгород,121
Запоріжжя,Полтава,603
Одеса,Чернігів,226
Ужгород,Кропивницький,349
Харків,Львів,161
Кропивницький,Полтава,447
Херсон,Чернігів,244
Херсон,Одеса,330
Харків,Івано-Франківськ,272
Київ,Херсон,657
Херсон,Миколаїв,394
Львів,Київ,640
Луцьк,Одеса,535
Львів,Херсон,571
Миколаїв,Житомир,375
Львів,Суми,280
Запоріжжя,Харків,220
Рівне,Херсон,617
Полтава,Львів,507
Ужгород,Суми,463
Харків,Житомир,65
Чернівці,Чернігів,524
Ужгород,Тернопіль,639
Вінниця,Київ,97
Вінниця,Запоріжжя,305
Запоріжжя,Київ,224
Дніпро,Чернівці,423
Миколаїв,Дніпро,600
Івано-Франківськ,Тернопіль,349
Львів,Запоріжжя,229
Житомир,Харків,109
Івано-Франківськ,Рівне,588
Полтава,Кропивницький,631
Вінниця,Запоріжжя,294
Рівне,Суми,100
Херсон,Рівне,236
Рівне,Суми,90
Тернопіль,Миколаїв,360
Ужгород,Одеса,203
Харків,Івано-Франківськ,634
Житомир,Суми,522
Львів,Рівне,668
Суми,Харків,181
Одеса,Тернопіль,286
Запоріжжя,Кропивницький,710
Чернівці,Кропивницький,143
Івано-Франківськ,Запоріжжя,141
Рівне,Кропивницький,584
Херсон,Полтава,310
Полтава,Херсон,459
Тернопіль,Чернівці,145
Запоріжжя,Суми,276
Миколаїв,Тернопіль,402
Чернівці,Івано-Франківськ,407
Одеса,Чернівці,681
Запоріжжя,Кропивницький,304
Херсон,Івано-Франківськ,291
Харків,Рівне,178
Чернігів,Вінниця,679
Івано-Франківськ,Полтава,182
Миколаїв,Запоріжжя,644
Рівне,Одеса,593
Полтава,Чернівці,306
Кропивницький,Херсон,143
Ужгород,Київ,650
Житомир,Кропивницький,688
Луцьк,Київ,609
Херсон,Тернопіль,295
Житомир,Харків,255
Рівне,Івано-Франківськ,127
Херсон,Івано-Франківськ,217
Миколаїв,Запоріжжя,473
Ужгород,Чернівці,179
Миколаїв,Івано-Франківськ,667
Рівне,Львів,402
Вінниця,Запоріжжя,638
Івано-Франківськ,Київ,60
Чернівці,Суми,297
Дніпро,Ужгород,224
Рівне,Херсон,339
Рівне,Полтава,174
Херсон,Житомир,244
Кропивницький,Вінниця,570
Кропивницький,Луцьк,426
Дніпро,Рівне,483
Рівне,Запоріжжя,551
Ужгород,Суми,555
Чернівці,Львів,62
Луцьк,Київ,528
Вінниця,Запоріжжя,613
Дніпро,Луцьк,555
Харків,Житомир,287
Львів,Херсон,379
Запоріжжя,Вінниця,611
Львів,Рівне,460
Одеса,Харків,629
Рівне,Харків,712
Херсон,Суми,381
Запоріжжя,Суми,675
Ужгород,Дніпро,369
Київ,Запоріжжя,388
Київ,Вінниця,665
Миколаїв,Ужгород,694
Харків,Житомир,63
Харків,Житомир,121
Житомир,Тернопіль,325
Полтава,Харків,478
Запоріжжя,Харків,378
Дніпро,Суми,224
Миколаїв,Київ,212
Полтава,Івано-Франківськ,291
Івано-Франківськ,Дніпро,716
Суми,Миколаїв,183
Рівне,Суми,499
Кропивницький,Херсон,108
Кропивницький,Ужгород,84
Ужгород,Луцьк,210
Чернігів,Дніпро,215
Івано-Франківськ,Тернопіль,158
Херсон,Київ,307
Ужгород,Одеса,151
Чернівці,Івано-Франківськ,554
Вінниця,Херсон,122
Рівне,Івано-Франківськ,463
Дніпро,Чернігів,712
Луцьк,Ужгород,602
Івано-Франківськ,Кропивницький,73
Херсон,Рівне,339
Рівне,Ужгород,292
Житомир,Луцьк,439
Луцьк,Вінниця,72
Кропивницький,Рівне,630
Чернівці,Рівне,236
Львів,Кропивницький,136
Дніпро,Львів,61
Полтава,Чернівці,108
Житомир,Миколаїв,584
Житомир,Одеса,306
Одеса,Полтава,494
Ужгород,Івано-Франківськ,582
Запоріжжя,Полтава,102
Ужгород,Полтава,206
Дніпро,Одеса,293
Луцьк,Чернівці,377
Кропивницький,Херсон,464
Одеса,Полтава,254
Львів,Чернівці,629
Запоріжжя,Київ,633
Херсон,Харків,579
Львів,Тернопіль,624
Миколаїв,Житомир,253
Тернопіль,Херсон,294
Ужгород,Миколаїв,534
Миколаїв,Київ,417
Тернопіль,Луцьк,374
Ужгород,Харків,83
Харків,Чернігів,292
Суми,Івано-Франківськ,335
Ужгород,Чернівці,673
Кропивницький,Суми,222
Чернігів,Миколаїв,588
Львів,Чернівці,582
Харків,Миколаїв,310
Кропивницький,Суми,370
Запоріжжя,Кропивницький,471
Львів,Полтава,104
Вінниця,Київ,638
Луцьк,Рівне,308
Івано-Франківськ,Тернопіль,382
Чернівці,Київ,70
Львів,Чернігів,540
Кропивницький,Чернігів,136
Тернопіль,Запоріжжя,393
Івано-Франківськ,Луцьк,306
Миколаїв,Вінниця,641
Полтава,Рівне,195
Івано-Франківськ,Ужгород,429
Вінниця,Київ,620
Житомир,Київ,138
Рівне,Херсон,278
Тернопіль,Вінниця,256
Луцьк,Харків,458
Тернопіль,Рівне,257
Тернопіль,Дніпро,680
Чернівці,Житомир,524
Чернівці,Івано-Франківськ,455
Харків,Житомир,361
Полтава,Миколаїв,145
Житомир,Полтава,271
Луцьк,Івано-Франківськ,692
Рівне,Дніпро,263
Ужгород,Полтава,521
Кропивницький,Дніпро,658
Запоріжжя,Дніпро,588
Харків,Тернопіль,407
Вінниця,Житомир,551
Миколаїв,Кропивницький,368
Запоріжжя,Рівне,470
Львів,Одеса,401
Вінниця,Запоріжжя,543
Дніпро,Луцьк,688
Івано-Франківськ,Вінниця,140
Івано-Франківськ,Херсон,212
Запоріжжя,Чернівці,288
Херсон,Миколаїв,609
Київ,Чернівці,689
Житомир,Херсон,650
Ужгород,Чернігів,341
Луцьк,Івано-Франківськ,643
Запоріжжя,Тернопіль,135
Суми,Київ,480
Запоріжжя,Луцьк,540
Херсон,Кропивницький,508
Миколаїв,Київ,663
Тернопіль,Кропивницький,410
Чернігів,Кропивницький,480
Суми,Житомир,69
Одеса,Київ,566
Херсон,Ужгород,193
Житомир,Ужгород,321
Миколаїв,Чернігів,670
Миколаїв,Рівне,609
Миколаїв,Івано-Франківськ,710
Вінниця,Кропивницький,335
Житомир,Харків,96
Дніпро,Вінниця,146
Миколаїв,Житомир,174
Дніпро,Рівне,333
Вінниця,Житомир,523
Кропивницький,Житомир,233
Дніпро,Тернопіль,161
Житомир,Дніпро,282
Полтава,Івано-Франківськ,682
Полтава,Львів,398
Ужгород,Житомир,632
Одеса,Запоріжжя,61
Миколаїв,Полтава,565
Харків,Чернівці,114
Чернівці,Вінниця,645
Херсон,Дніпро,151
Луцьк,Рівне,216
Житомир,Миколаїв,80
Кропивницький,Рівне,511
Тернопіль,Полтава,620
Київ,Полтава,586
Одеса,Миколаїв,175
Миколаїв,Чернівці,162
Харків,Запоріжжя,133
Херсон,Кропивницький,122
Рівне,Вінниця,106
Миколаїв,Дніпро,264
Дніпро,Львів,482
Чернігів,Ужгород,700
Кропивницький,Львів,450
Херсон,Вінниця,610
Миколаїв,Київ,174
Запоріжжя,Кропивницький,182
Львів,Чернівці,716
Львів,Чернігів,177
Івано-Франківськ,Херсон,531
Запоріжжя,Львів,145
Івано-Франківськ,Запоріжжя,260
Житомир,Чернівці,658
Полтава,Одеса,62
Чернігів,Луцьк,711
Харків,Кропивницький,363
Ужгород,Житомир,414
Полтава,Харків,425
Тернопіль,Луцьк,720
Ужгород,Чернігів,370
Луцьк,Львів,679
Херсон,Львів,109
Харків,Київ,416
Рівне,Житомир,389
Чернівці,Київ,140
Херсон,Миколаїв,544
Полтава,Суми,670
Дніпро,Херсон,192
Київ,Кропивницький,439
Вінниця,Запоріжжя,435
Дніпро,Одеса,302
Кропивницький,Івано-Франківськ,102
Кропивницький,Вінниця,554
Одеса,Івано-Франківськ,202
Івано-Франківськ,Київ,212
Чернівці,Тернопіль,275
Суми,Ужгород,582
Чернігів,Житомир,443
Суми,Ужгород,622
Івано-Франківськ,Дніпро,610
Одеса,Луцьк,82
Рівне,Одеса,429
Полтава,Івано-Франківськ,376
Луцьк,Львів,311
Рівне,Кропивницький,612
Ужгород,Миколаїв,559
Миколаїв,Дніпро,247
Ужгород,Вінниця,135
Рівне,Полтава,153
Одеса,Кропивницький,650
Полтава,Луцьк,580
Львів,Кропивницький,397
Чернівці,Чернігів,152
Луцьк,Миколаїв,450
Кропивницький,Дніпро,236
Київ,Запоріжжя,140
Рівне,Кропивницький,82
Чернігів,Тернопіль,231
Харків,Житомир,516
Львів,Херсон,259
Чернігів,Чернівці,125
Одеса,Львів,400
Харків,Житомир,101
Дніпро,Суми,327
Чернівці,Рівне,506
Рівне,Миколаїв,454
Львів,Рівне,550
Луцьк,Тернопіль,85
Тернопіль,Миколаїв,340
Запоріжжя,Тернопіль,103
Київ,Суми,492
Запоріжжя,Харків,625
Житомир,Львів,587
Івано-Франківськ,Тернопіль,326
Львів,Рівне,641
Запоріжжя,Рівне,305
Чернівці,Харків,86
Суми,Ужгород,601
Херсон,Кропивницький,558
Рівне,Запоріжжя,572
Тернопіль,Чернівці,402
Суми,Полтава,417
Житомир,Івано-Франківськ,248
Івано-Франківськ,Луцьк,226
Тернопіль,Житомир,95
Львів,Тернопіль,164
Львів,Кропивницький,542
Ужгород,Львів,210
Ужгород,Чернівці,164
Луцьк,Суми,598
Тернопіль,Рівне,451
Миколаїв,Кропивницький,684
Житомир,Чернігів,313
Полтава,Запоріжжя,92
Суми,Рівне,450
Івано-Франківськ,Луцьк,382
Житомир,Миколаїв,605
Вінниця,Херсон,246
Полтава,Харків,600
Дніпро,Ужгород,500
Івано-Франківськ,Кропивницький,418
Івано-Франківськ,Житомир,312
Рівне,Ужгород,452
Ужгород,Запоріжжя,80
Дніпро,Одеса,468
Херсон,Івано-Франківськ,575
Кропивницький,Тернопіль,283
Одеса,Дніпро,227
Одеса,Запоріжжя,449
Вінниця,Херсон,63
Суми,Миколаїв,245
Кропивницький,Полтава,108
Тернопіль,Київ,453
Херсон,Харків,707
Запоріжжя,Житомир,118
Луцьк,Вінниця,362
Суми,Чернівці,396
Миколаїв,Запоріжжя,606
Івано-Франківськ,Миколаїв,541
Чернігів,Ужгород,554
Ужгород,Дніпро,315
Миколаїв,Суми,613
Львів,Івано-Франківськ,309
Одеса,Херсон,415
Суми,Рівне,669
Вінниця,Дніпро,297
Миколаїв,Львів,300
Полтава,Тернопіль,543
Херсон,Полтава,483
Івано-Франківськ,Житомир,257
Івано-Франківськ,Миколаїв,179
Дніпро,Житомир,709
Івано-Франківськ,Тернопіль,431
Херсон,Луцьк,489
Івано-Франківськ,Вінниця,666
Одеса,Запоріжжя,619
Суми,Миколаїв,153
Житомир,Луцьк,552
Житомир,Полтава,491
Ужгород,Рівне,457
Вінниця,Харків,507
Запоріжжя,Вінниця,149
Миколаїв,Харків,72
Чернівці,Тернопіль,603
Тернопіль,Одеса,165
Львів,Кропивницький,288
Ужгород,Чернівці,224
Житомир,Львів,496
Запоріжжя,Вінниця,137
Кропивницький,Київ,314
Ужгород,Івано-Франківськ,686
Луцьк,Ужгород,491
Одеса,Львів,337
Київ,Херсон,303
Дніпро,Херсон,355
Миколаїв,Чернівці,74
Миколаїв,Одеса,495
Полтава,Суми,210
Чернігів,Херсон,675
Миколаїв,Запоріжжя,290
Тернопіль,Львів,321
Чернівці,Луцьк,115
Харків,Житомир,220
Харків,Тернопіль,519
Херсон,Київ,611
Ужгород,Луцьк,546
Ужгород,Чернігів,361
Запоріжжя,Харків,454
Чернівці,Херсон,179
Чернігів,Тернопіль,660
Херсон,Дніпро,77
Дніпро,Київ,138
Ужгород,Херсон,314
Одеса,Чернігів,196
Кропивницький,Чернівці,70
Суми,Рівне,341
Ужгород,Дніпро,195
Тернопіль,Івано-Франківськ,626
Рівне,Житомир,675
Івано-Франківськ,Луцьк,506
Дніпро,Суми,322
Кропивницький,Миколаїв,398
Рівне,Чернівці,390
Чернігів,Тернопіль,64
Полтава,Кропивницький,160
Одеса,Чернігів,157
Полтава,Одеса,638
Суми,Житомир,627
Івано-Франківськ,Миколаїв,60
Рівне,Тернопіль,64
Запоріжжя,Полтава,285
Дніпро,Одеса,444
Харків,Вінниця,74
Суми,Чернівці,566
Одеса,Херсон,206
Вінниця,Тернопіль,83
Чернівці,Ужгород,433
Івано-Франківськ,Тернопіль,710
Миколаїв,Харків,194
Чернівці,Харків,368
Ужгород,Запоріжжя,567
Житомир,Кропивницький,545
Одеса,Чернігів,659
Одеса,Луцьк,347
Суми,Івано-Франківськ,578
Вінниця,Чернігів,156
Рівне,Чернівці,636
Кропивницький,Житомир,277
Київ,Херсон,249
Житомир,Дніпро,230
Рівне,Луцьк,484
Ужгород,Дніпро,706
Запоріжжя,Ужгород,177
Тернопіль,Херсон,303
Львів,Луцьк,403
Луцьк,Житомир,397
Дніпро,Чернігів,708
Чернігів,Одеса,115
Полтава,Ужгород,295
Херсон,Луцьк,399
Тернопіль,Луцьк,172
Суми,Харків,581
Рівне,Херсон,273
Житомир,Полтава,269
Ужгород,Івано-Франківськ,391
Київ,Рівне,284
Миколаїв,Суми,496
Київ,Одеса,538
Тернопіль,Львів,125
Рівне,Херсон,145
Кропивницький,Запоріжжя,291
Житомир,Херсон,412
Рівне,Ужгород,706
Дніпро,Кропивницький,629
Житомир,Луцьк,276
Суми,Запоріжжя,123
Одеса,Кропивницький,137
Одеса,Луцьк,139
Суми,Полтава,92
Вінниця,Полтава,313
Івано-Франківськ,Харків,545
Чернігів,Львів,390
Ужгород,Івано-Франківськ,612
Тернопіль,Ужгород,348
Івано-Франківськ,Харків,77
Запоріжжя,Івано-Франківськ,661
Миколаїв,Дніпро,709
Житомир,Київ,250
Івано-Франківськ,Дніпро,323
Київ,Кропивницький,303
Кропивницький,Харків,134
Миколаїв,Вінниця,150
Вінниця,Чернігів,76
Рівне,Луцьк,235
Миколаїв,Кропивницький,165
Полтава,Чернівці,259
Ужгород,Івано-Франківськ,192
Дніпро,Запоріжжя,377
Полтава,Чернігів,98
Харків,Дніпро,456
Миколаїв,Суми,526
Запоріжжя,Дніпро,706
Київ,Одеса,488
Івано-Франківськ,Одеса,184
Ужгород,Вінниця,431
Суми,Дніпро,526
Київ,Житомир,316
Ужгород,Запоріжжя,401
Суми,Одеса,357
Дніпро,Кропивницький,666
Вінниця,Рівне,671
Полтава,Рівне,393
